Название товара;Короткое описание товара;Полное описание товара;Скрыт ли товар на сайте?;Артикул;Цена продажи, без учёта скидок;Старая цена;Закупочная цена;Остаток;Ед. измерения;Изображения товара;Короткое SEO описание товара;Полное SEO описание товара;Заголовок страницы товара;Мета-тег keywords;Мета-тег description;URL переменная пути;Описание модификации товара;Идентификатор товара в магазине;Пользовательский идентификатор товара;Изображение модификации товара;Название х-ки товара №1;Значение х-ки товара №1;Название св-ва для модификации товара №1;Значение св-ва для модификации товара №1;Название св-ва для модификации товара №2;Значение св-ва для модификации товара №2
Мерзляк Геометрия 8кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;1;978-5-09-080616-9;238,20;0,00;226,30;1,00000;шт;;;;Мерзляк Геометрия 8кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;Merzlyak-Geometriya-8kl-Samostoyatelnye-i-kontrolnye-raboty-uglublennyj-uroven-V-GRAF;;180029983;65662792;;год выпуска;2021;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Геометрия 8 кл. Проверочные работы. (В-Граф);;;1;978-5-09-084980-7;277,80;0,00;263,90;1,00000;шт;;;;Мерзляк Геометрия 8 кл. Проверочные работы. (В-Граф);;;Merzlyak-Geometriya-8-kl-Proverochnye-raboty-V-Graf;;180029982;65666353;;год выпуска;2021;Автор;Мерзляк А.Г., Полонский В.Б.;Издательство;Просвещение/Союз
Мерзляк Геометрия 7кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;1;978-5-09-093685-9;238,20;0,00;226,30;1,00000;шт;;;;Мерзляк Геометрия 7кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;Merzlyak-Geometriya-7kl-Samostoyatelnye-i-kontrolnye-raboty-uglublennyj-uroven-V-GRAF;;180029981;65662791;;год выпуска;2022;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Геометрия 7 кл. Проверочные работы. (В-Граф);;;1;978-5-09-093220-2;277,80;0,00;263,90;1,00000;шт;;;;Мерзляк Геометрия 7 кл. Проверочные работы. (В-Граф);;;Merzlyak-Geometriya-7-kl-Proverochnye-raboty-V-Graf;;180029980;65666352;;год выпуска;2021-2022;Автор;Мерзляк А.Г.  Полонский В.Б.;Издательство;Просвещение/Союз
Мерзляк Геометрия 11кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;1;978-5-360-10847-4;229,90;0,00;218,50;1,00000;шт;;;;Мерзляк Геометрия 11кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;Merzlyak-Geometriya-11kl-Samostoyatelnye-i-kontrolnye-raboty-uglublennyj-uroven-V-GRAF;;180029979;55639494;;год выпуска;2020;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Геометрия 11кл. Дидактические материалы ФГОС(В-ГРАФ);;;1;978-5-09-090597-8;241,50;0,00;229,40;1,00000;шт;;;;Мерзляк Геометрия 11кл. Дидактические материалы ФГОС(В-ГРАФ);;;Merzlyak-Geometriya-11kl-Didakticheskie-materialy-FGOS-V-GRAF;;180029978;55639491;;год выпуска;2022;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Геометрия 10кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;1;978-5-09-083870-2;229,90;0,00;218,50;1,00000;шт;;;;Мерзляк Геометрия 10кл. Самостоятельные и контрольные работы(углубленный уровень).(В-ГРАФ);;;Merzlyak-Geometriya-10kl-Samostoyatelnye-i-kontrolnye-raboty-uglublennyj-uroven-V-GRAF;;180029977;55639493;;год выпуска;2020-2021;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Геометрия 10кл. Дидактические материалы ФГОС(В-ГРАФ);;;1;978-5-09-091521-2;241,50;0,00;229,40;1,00000;шт;;;;Мерзляк Геометрия 10кл. Дидактические материалы ФГОС(В-ГРАФ);;;Merzlyak-Geometriya-10kl-Didakticheskie-materialy-FGOS-V-GRAF;;180029976;55639490;;год выпуска;2021-2022;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра и начала математического анализа 11кл. Дид.материалы (базовый уровень) ФГОС (В-ГРАФ);;;1;978-5-09-091435-2;248,10;0,00;235,70;1,00000;шт;;;;Мерзляк Алгебра и начала математического анализа 11кл. Дид.материалы (базовый уровень) ФГОС (В-ГРАФ);;;Merzlyak-Algebra-i-nachala-matematicheskogo-analiza-11kl-Did-materialy-bazovyj-uroven-FGOS-V-GRAF;;180029975;55639487;;год выпуска;2022;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра и начала математического анализа 10кл. Дид.материалы (базовый уровень) ФГОС (В-ГРАФ);;;1;978-5-09-091437-6;265,70;0,00;252,40;1,00000;шт;;;;Мерзляк Алгебра и начала математического анализа 10кл. Дид.материалы (базовый уровень) ФГОС (В-ГРАФ);;;Merzlyak-Algebra-i-nachala-matematicheskogo-analiza-10kl-Did-materialy-bazovyj-uroven-FGOS-V-GRAF;;180029974;55609847;;год выпуска;2021-2022;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра 9кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;1;978-5-09-085158-9;190,30;0,00;180,80;1,00000;шт;;;;Мерзляк Алгебра 9кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;Merzlyak-Algebra-9kl-Samostoyatelnye-i-kontrolnye-raboty-uglubl-izuchenie-FGOS-V-GRAF;;180029973;55624182;;год выпуска;2019;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра 8кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;1;978-5-360-10905-1;117,57;0,00;117,57;1,00000;шт;;;;Мерзляк Алгебра 8кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;Merzlyak-Algebra-8kl-Samostoyatelnye-i-kontrolnye-raboty-uglubl-izuchenie-FGOS-V-GRAF;;180029972;55614741;;год выпуска;2019;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра 7кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;1;978-5-360-10165-9;147,00;0,00;139,70;1,00000;шт;;;;Мерзляк Алгебра 7кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;Merzlyak-Algebra-7kl-Samostoyatelnye-i-kontrolnye-raboty-uglubl-izuchenie-FGOS-V-GRAF;;180029971;55605977;;год выпуска;2019;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра 11кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;1;978-5-09-090598-5;238,20;0,00;226,30;1,00000;шт;;;;Мерзляк Алгебра 11кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;Merzlyak-Algebra-11kl-Samostoyatelnye-i-kontrolnye-raboty-uglubl-izuchenie-FGOS-V-GRAF;;180029970;55639489;;год выпуска;2022;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Мерзляк Алгебра 10кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;1;978-5-09-080434-9;238,20;0,00;226,30;1,00000;шт;;;;Мерзляк Алгебра 10кл. Самостоятельные и контрольные работы (углубл. изучение) ФГОС(В-ГРАФ);;;Merzlyak-Algebra-10kl-Samostoyatelnye-i-kontrolnye-raboty-uglubl-izuchenie-FGOS-V-GRAF;;180029969;55639488;;год выпуска;2021;Автор;Мерзляк А.Г., Полонский В.Б., Якир М.С.;Издательство;Просвещение/Союз
Шмелев Русский язык. 9 кл. Контрольные и проверочные работы (Вентана-Граф);;;1;978-5-360-10517-6;189,60;0,00;180,10;1,00000;шт;;;;Шмелев Русский язык. 9 кл. Контрольные и проверочные работы (Вентана-Граф);;;Shmelev-Russkij-yazyk-9-kl-Kontrolnye-i-proverochnye-raboty-Ventana-Graf;;180029968;55640473;;год выпуска;2019;Автор;Донскова О.В.;Издательство;Просвещение/Союз
Шмелев Русский язык. 7 кл. Контрольные и проверочные работы (В-Граф);;;1;978-5-09-095089-3;189,20;0,00;179,80;1,00000;шт;;;;Шмелев Русский язык. 7 кл. Контрольные и проверочные работы (В-Граф);;;Shmelev-Russkij-yazyk-7-kl-Kontrolnye-i-proverochnye-raboty-V-Graf;;180029967;65682098;;год выпуска;2022;Автор;Донскова О.В.;Издательство;Просвещение/Союз
Шмелев Русский язык 9кл. Рабочая тетрадь ФГОС (В-ГРАФ);;;1;978-5-09-087223-2;236,50;0,00;224,70;1,00000;шт;;;;Шмелев Русский язык 9кл. Рабочая тетрадь ФГОС (В-ГРАФ);;;Shmelev-Russkij-yazyk-9kl-Rabochaya-tetrad-FGOS-V-GRAF;;180029966;55627889;;год выпуска;2021;Автор;Шапиро Н.А.;Издательство;Просвещение/Союз
Шмелев Русский язык 9кл. Правописание. Культура речи. Рабочая тетрадь ФГОС (В-ГРАФ);;;1;978-5-360-08757-1;215,10;0,00;204,30;1,00000;шт;;;;Шмелев Русский язык 9кл. Правописание. Культура речи. Рабочая тетрадь ФГОС (В-ГРАФ);;;Shmelev-Russkij-yazyk-9kl-Pravopisanie-Kultura-rechi-Rabochaya-tetrad-FGOS-V-GRAF;;180029965;55623807;;год выпуска;2018-2021;Автор;Флоренская Э.А.;Издательство;Просвещение/Союз
Шмелев Русский язык 8 кл. Контрольные и проверочные работы (В-ГРАФ);;;1;978-5-09-086204-2;189,20;0,00;179,80;1,00000;шт;;;;Шмелев Русский язык 8 кл. Контрольные и проверочные работы (В-ГРАФ);;;Shmelev-Russkij-yazyk-8-kl-Kontrolnye-i-proverochnye-raboty-V-GRAF;;180029964;65647598;;год выпуска;2019-2021;Автор;Донскова О.В.;Издательство;Просвещение/Союз
Шмелев Русский язык 7кл. Рабочая тетрадь ФГОС (В-ГРАФ);;;1;978-5-09-086902-7;248,10;0,00;235,70;1,00000;шт;;;;Шмелев Русский язык 7кл. Рабочая тетрадь ФГОС (В-ГРАФ);;;Shmelev-Russkij-yazyk-7kl-Rabochaya-tetrad-FGOS-V-GRAF;;180029963;55629258;;год выпуска;2021;Автор;Шапиро Н.А.;Издательство;Просвещение/Союз
Шмелев Русский язык 7кл. Правописание. Культура речи. Р/Т ФГОС (В-ГРАФ);;;1;978-5-09-090621-0;248,10;0,00;235,70;1,00000;шт;;;;Шмелев Русский язык 7кл. Правописание. Культура речи. Р/Т ФГОС (В-ГРАФ);;;Shmelev-Russkij-yazyk-7kl-Pravopisanie-Kultura-rechi-R-T-FGOS-V-GRAF;;180029962;55612245;;год выпуска;2021-2022;Автор;Флоренская Э.А.;Издательство;Просвещение/Союз
Шмелев Русский язык 6кл. Словарные слова без ошибок. Р/Т ФГОС (В-ГРАФ);;;1;978-5-09-087219-5;248,70;0,00;236,30;1,00000;шт;;;;Шмелев Русский язык 6кл. Словарные слова без ошибок. Р/Т ФГОС (В-ГРАФ);;;Shmelev-Russkij-yazyk-6kl-Slovarnye-slova-bez-oshibok-R-T-FGOS-V-GRAF;;180029961;55609142;;год выпуска;2021;Автор;Ерёмина О.А.;Издательство;Просвещение/Союз
Шмелев Русский язык 6кл. Р/Т ФГОС  (В-ГРАФ);;;1;978-5-09-086281-3;248,10;0,00;235,70;1,00000;шт;;;;Шмелев Русский язык 6кл. Р/Т ФГОС  (В-ГРАФ);;;Shmelev-Russkij-yazyk-6kl-R-T-FGOS-V-GRAF;;180029960;55607239;;год выпуска;2021;Автор;Шапиро Н.А.;Издательство;Просвещение/Союз
Шмелев Русский язык 6 кл. Контрольные и проверочные работы (В-ГРАФ);;;1;978-5-360-10748-4;189,20;0,00;179,80;1,00000;шт;;;;Шмелев Русский язык 6 кл. Контрольные и проверочные работы (В-ГРАФ);;;Shmelev-Russkij-yazyk-6-kl-Kontrolnye-i-proverochnye-raboty-V-GRAF;;180029959;65647597;;год выпуска;2019;Автор;Донскова О.В.;Издательство;Просвещение/Союз
